ID,SMILES,affinity,COM,RMSD,mcs_size,PLIP_sim_1MVN,PLIP_sim_1QZU_pred,Cluster
A1D9Q,Cc1ccc2c(c1)[C@@]3(CC3(Cl)Cl)C(=O)N2,-7.41,1.2594212321021,0.512423659252891,4,0.2,0.4,1966
S0X,c1ccc2c(c1)cncc2N3CC[C@@]4(C3=O)CN(Cc5c4cc(cc5)Cl)CC(=O)NCC6CC6,-7.98,8.22525480323417,4.80411740901604,8,0.4,0.4,no
AV6,c1cc2cccc3c2c(c1)NC(N3)c4ccc(c(c4)O)O,-8.25,1.72628043271413,8.7040764432535,2,0.2,0,no
BS2,c1ccc(cc1)C[NH+]2[C@@H]3CC[C@H]2CC(C3)OC4c5ccccc5CCc6c4cccc6,-8.44,3.6269868939249,2.70412466808662,3,0.2,0.2,1688
A5Q,c1cc(ccc1c2c(snn2)N)C(F)(F)F,-7.49,1.811261031554,7.05372884626894,2,0.2,0.4,2433
B11,c1ccc(c(c1)CNC2CCN(CC2)S(=O)(=O)Nc3cccc(c3)Oc4ccc(cc4)F)O,-7.88,6.15379089234823,5.87712772408972,5,0.4,0.4,2058
361,c1cncc2c1n3c(n2)C[C@@H]([C@H](C3)N)c4cc(c(cc4F)F)F,-8.14,3.01324448074668,7.05293180131548,2,0.2,0.2,2595
ANT,Cc1ccc2c(c1O)N[C@H]([C@@H]3CC(=CN3C2=O)\C=C\C(=O)N)O,-7.67,2.82485530461793,6.33144866102264,5,0.4,0.2,1867
7C6,C[C@H]1[C@@H]2[C@H](CN1S(=O)(=O)c3ccc4c(c3)OCO4)c5cnccc5N(C2=O)C,-7.34,3.49217557721896,0.390392664302106,4,0.6,0.6,no
32D,c1cc(cc(c1)[C@@]2(c3cccc(c3C(=N2)N)F)c4ccnc(c4)C(F)F)c5cncnc5,-8.27,3.36145447960667,7.05386016778285,2,0.2,0.2,no
6I6,CCc1nc(no1)c2ccc3c(c2)CC[C@H]3NC(=O)c4cnn(c4)C,-7.71,3.01014335236995,1.57297336472343,6,0.2,0.4,no
XAV,c1cc(ccc1c2nc3c(c(n2)O)CSCC3)C(F)(F)F,-7.62,2.5728589912063,8.70637023805479,2,0.2,0.4,no
DMY,Cn1cc(cc1C(=O)Nc2cc(n(c2)C)C(=O)Nc3cc(n(c3)C)C(=O)NCCC(=N)N)NC=O,-7.44,2.29605571163372,7.8754208087018,12,0.2,0.6,no
VKB,c1ccc(cc1)Cc2c(ncc(n2)c3ccc(cc3)O)N,-7.87,1.68319597923522,0.961607318001578,3,0,0.4,no
A6S,COc1cccc(c1)c2cc(ccn2)n3cc(c4c3cc(cc4)F)CNCC5CCCCC5,-8.22,3.2488790799427,6.63934501446515,7,0.2,0.2,no
X98,c1ccc(cc1)C2=Nc3ccccc3N(C2=O)CCC(=O)N4CCC[C@H]4C(=O)N5CCCC5,-8.48,3.69479461496671,1.85188037444586,7,0.4,0,no
XPW,C[C@@]1(CCC[C@]2(C1)CN(C(=O)O2)c3cnc(cn3)C(C)(C)O)Cn4cnc5c4cc(cc5)C#N,-8.2,4.96690292242382,1.28913185560112,9,0.4,0.2,no
JKR,c1cc2c(cccc2OCCCOP(=O)(O)OCCCOc3cccc4c3cccc4OCCCOP(O)O)c(c1)O,-7.59,2.49673796557538,5.96322987404063,13,0.2,0.4,no
BYE,C[C@@H](CC1=NC(=O)c2cnn(c2N1)c3ccccc3Cl)C(F)(F)F,-7.54,2.2278912239496,0.743315893764769,9,0.2,0.4,1857
ZRM,c1cc(ccc1C2=CNC(=O)c3c2sc(c3)c4ccncc4)O,-7.58,2.9951581225838,8.70415985145476,2,0.2,0.6,no
60K,c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)C(=O)O)S(=O)(=O)N,-8.1,2.56865538366463,7.04535239311402,3,0,0.4,no
YET,Cc1cc2cc(ccc2o1)/N=C(/NC#N)\N[C@H]3CCCCN(C3=O)CC(=O)N4CCCC4,-7.64,3.30526300597029,2.08099044756837,4,0.2,0.6,no
Y7O,CN1C(=NNC1=O)CC(=O)N(Cc2ccccc2)c3ccccc3,-7.58,2.46567559832544,0.77548189793444,7,0.2,0.4,no
LO9,COc1cc(cc(c1)OC)Cn2cc3ccc4cnoc4c3c2,-7.21,1.6782225919415,2.61007888252915,4,0.4,0.4,no
53R,Cc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)c3ccccc3,-7.86,3.69006221647348,1.71099549375544,6,0.2,0.4,no
40U,CC(C)[C@H](C(=O)N1CC[C@@](C(C1)(C)C)(c2ccc(cc2)Cl)O)NC(=O)CC3CC3,-7.31,2.43036661239746,4.96776313646175,13,0.4,0.4,2098
SK0,c1ccc(cc1)[C@H]2CNCCc3c2cc(c(c3Cl)O)O,-7.9,2.45024286292736,8.70589132914959,2,0.2,0.2,1449
F28,c1ccc(cc1)[C@@H]2[C@H](N(C2=O)C3CCN(CC3)C=O)c4ccccc4,-7.73,3.14654882829955,0.756233734618608,2,0.4,0.2,no
2EO,CN1C(=O)c2ccccc2C(=N1)CC(=O)Nc3ccc4c(c3)oc5c4CCCC5,-8.23,5.13631991226219,6.05324821267858,6,0.4,0.2,no
514,CC(=O)[N+]1=CC\2=C(C1)N=N/C2=N/C(=O)c3ccccc3,-7.2,2.38107543978093,0.442218093012622,5,0.4,0.6,2350
ZTO,COc1ccc(cc1)C(=O)Nc2cccc(c2)C[C@@H]3c4cc(ccc4NC3=O)F,-8.48,6.51286325524981,1.43630148961053,4,0.2,0.4,no
FX2,CC1C(=O)c2ccc(cc2N=C1c3cnn(c3)Cc4ccc(cc4)OC(F)(F)F)OC,-8.69,2.57261305565943,0.626599244709644,4,0.2,0,no
JXV,c1ccc(cc1)[C@H](CNc2cc(ncn2)c3ccc4c(c3)OCCO4)O,-7.53,3.63807076392278,7.63550860745571,8,0.4,0.4,no
1BZ,CC1=CC(=O)N(C(=C1)Cc2ccccc2)O,-7.36,0.793855039973701,0.148736068951457,4,0.2,0.4,2056
A1AC7,Cc1cc(nc(n1)N)Nc2cc(cc(c2)NC(=O)c3cccc(c3)Nc4ccnc5c4cccc5)C[N+](C)C,-9.06,3.82021042116374,3.02987043200579,7,0,0.4,1159
N15,CC(C)CCNC(=O)Cn1cc(cn1)c2ccc3c(c2)[nH]nc3c4[nH]c5ccccc5n4,-8.23,6.2483330739188,3.95847147234069,19,0.6,0.2,no
H2X,C/C(=N\C(C)(C)NCc1cc(ccc1O)Br)/c2cccc(c2)OC,-7.21,1.72977546375851,4.94187665883205,10,0.4,0.4,no
RL3,CN1CCN(CC1)C(=O)c2cc(c(cc2O)O)c3nnc4n3cc(cc4)Br,-7.8,2.01934046904866,0.0356267344325656,4,0.2,0.2,no
1KQ,Cc1cc(ncn1)c2ccc3c(c2)CC[C@H]3N4CC5(C4)CCN(CC5)C(=O)Cc6cn7cc(sc7n6)C,-8.49,6.58590362655284,0.876616578428964,4,0.4,0.2,no
AJT,c1ccc2c(c1)CC(C2)NC(=O)c3c(nccn3)NC(=O)N4CCC(CC4)NC(=O)[C@@H]5CCCN5,-8.56,7.14232869436627,6.33194164459209,3,0.4,0.2,1978
524,CN(C)C(=O)[C@@H](C1CCC(CC1)c2cccc3n2ncn3)[C@@H](C(=O)N4CC[C@@H](C4)F)N,-7.51,3.54038400111768,5.32190912747565,10,0.4,0.4,no
L6V,c1cc(ccc1CS(=O)(=O)NC(=O)C2(CCCCC2)c3ccsc3)C#N,-7.65,2.835333984725,1.91176054155349,4,0.2,0.4,no
BPR,B([C@@H]1CCCN1C(=O)[C@@H]2CCCN2)(O)O,-7.07,1.48634167836393,8.71567896908337,2,0.4,0.6,no
38B,CC1=Nc2c(c(no2)c3ccccc3OC)C(=O)N1,-7.29,2.31427688690448,1.02955616516738,4,0.4,0.4,no
T2K,c1ccc(cc1)c2c(oc(n2)CCC(=O)O)c3cc(cc(c3)Cl)Cl,-7.39,2.94662828465909,4.83915649837506,9,0.4,0.4,no
7XY,c1ccc(cc1)C(CCNS(=O)(=O)c2ccc(s2)CN(Cc3cccc(c3)Cl)C(=O)C(=O)O)c4ccccc4,-8.27,5.52692084590738,4.96226184879946,10,0.2,0.4,no
564,CC1(CCC(c2c1ccc(c2)C(=O)c3ccc4cc(ccc4c3)C(=O)O)(C)C)C,-9.09,4.41976010931608,0.662107144403856,4,0.2,0.2,no
ZHG,C[C@H](c1c(cc(c(c1O)[C@@H](C)O)O)O)O,-6.98,1.44894237322459,5.58367445583888,7,0.6,0.8,no
4SP,c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)S(=O)(=O)N,-7.92,4.0136048164912,1.8909240942088,4,0.2,0.4,2114
8CK,Cc1c(nc(nc1N2CCc3ccccc3[C@H]2C)Nc4ccc(cc4)F)C,-8.33,3.620854987579,0.201804962032865,4,0.2,0.2,1782
88V,Cc1nc2ccc(cc2s1)NC(=O)CCNC(=O)NCCc3ccc(cc3)CC(C(=O)O)C(=O)O,-8.04,4.43192371157759,5.67681799613198,12,0.4,0.2,no
6LO,CC(=O)NCC1CC(C1)n2cc(c3c2ncnc3N)c4cccc(c4)OCc5ccccc5,-8.36,6.09887365673425,4.74604032277391,8,0.2,0.4,no
T9C,Cc1ccc2c(c1)NC(=O)[C@]2(c3cc(ccc3O)c4ccc(cc4C(=O)O)C(=O)O)c5c[nH]nc5,-8.8,4.24232222217854,3.19301855670898,4,0.2,0.2,no
2KR,Cc1ccc(nc1)Nc2ccc(cc2)n3c4c(cccn4)nc3OC,-8.18,5.08888406469607,2.11558653075832,4,0.2,0.4,no
A1IPE,CC1=C(C(=O)N(CO1)C(C)(C)c2cc(cc(c2)Cl)Cl)c3ccccc3,-8.33,3.19055594046208,1.30428693552961,9,0,0.4,no
NC9,c1cc(ccc1CC(=O)N(Cc2ccc(cc2)N)C[C@@H]3CC(=CC[NH2+]C3)CO)N,-7.48,3.45760103086079,1.36802345929377,7,0.4,0.4,no
78Q,C[C@H]([C@@H](CC/C=C/c1cccc(c1)COC(=O)[C@@H]2CCCNN2)OC)C(=O)O,-8.19,1.73768735984304,2.17567158396339,12,0.2,0,no
UG8,c1cc(ccc1C=O)S(=O)(=O)N2CCCCC2,-7.2,1.73064866059064,0.154764979300581,2,0.4,0.4,no
ZGJ,COc1ccccc1c2c[n+](c3n2CCCCN3)c4ccc(cc4)c5ccccc5,-7.87,3.80191271688949,1.39639532821646,4,0.4,0.2,no
DYZ,CCn1cnc2c1C(=O)NC(=O)N2Cc3ccccc3,-7.2,2.58373169832838,1.76891331942813,6,0.4,0.8,no
HSI,CCCCCC[C@H](CC(=O)O)C(=O)c1ccc(cc1)C#Cc2ccc(cc2)Cl,-7.54,3.78012518335918,4.11584958612258,10,0.4,0.4,no
S8X,Cc1ccc(n1n2c(nnc2S)Cc3ccccc3)C,-7.61,2.73326304063575,0.38740740523376,4,0.2,0.4,no
8GS,CC(C)n1cnnc1c2cccc(n2)N3Cc4ccccc4C3=O,-7.69,3.08690177801694,1.7654848615089,9,0.2,0.4,no
B6A,c1ccc(cc1)C(=O)c2ccc3c(c2)n(c(n3)N)CC4CCNCC4,-8.06,2.99518203186997,1.07117244829847,3,0.2,0.2,no
XKT,c1cc2c(c(c1)Cc3ccc(cc3)F)CN(CC2)C(=O)Cc4ccc(c(c4)Cl)Cl,-8.02,4.42391515723193,1.34112885226399,4,0.2,0.4,no
WVR,c1cc(ccc1[C@@H]2[C@@H]3CCC[C@@H]3c4cc(ccc4N2)S(=O)(=O)N)O,-8.05,2.96952946541586,8.70397873986889,2,0.2,0.2,no
LTK,Cc1c2cc(ccc2sc1S(=O)(=O)Nc3cccc(c3)CN)Cl,-7.61,3.05506227751629,5.9791055022798,5,0.6,0.2,no
1UL,CC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(c4c3cc(o4)c5cccc6c5snn6)N,-8.29,5.82542726662513,0.310599657691463,5,0.4,0.2,2356
YG7,c1cc2c(cc1C#N)c(c[nH]2)CCCCN3CCN(CC3)c4ccc5c(c4)cc(o5)C(=O)N,-8.13,3.21065525039656,0.726752047214621,8,0.2,0.2,no
NIU,CC[C@@H](c1ccccc1)C2=C(C3=C(CCCCC3)OC2=O)O,-7.45,1.82988553098079,0.641276856783834,8,0.2,0.4,no
39I,c1ccc(cc1)CNc2nc3ccsc3c(n2)Nc4cc(n[nH]4)C5CC5,-7.63,4.34770196550822,5.82302968254856,5,0.4,0.4,no
VD3,CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](CCC3=C)O)C,-7.9,2.58321952391331,1.42334694347418,13,0.2,0.2,no
TDV,c1ccc(cc1)CCCC(=O)N2C[C@H](C[C@H]2C(=O)N3CCCC3)n4cc(nn4)c5ccc(cc5)F,-8.04,5.81688400338398,0.500425285360925,8,0.2,0.6,no
3SX,CC(C)CN(Cc1ccc(cc1)N2CCN(CC2)C(=O)C)S(=O)(=O)Cc3ccccc3,-7.76,5.45359487288492,1.1480439737555,12,0.4,0.4,no
XHP,C=C1CN=C2C(=N1)C(=O)NC(=N2)N,-7,1.21193858226268,0.506725177035056,3,0.4,0.8,1402
77X,CCC(=O)N1CCc2c(c(n[nH]2)c3ccccc3)C1,-7.36,1.96823139325309,2.75800654558186,7,0.2,0.6,1475
K46,CCC(=O)N[C@H]1Cc2c(cccc2N(C1)c3ccc(cc3)C(F)(F)F)N,-7.63,2.85051587035054,5.82991314466825,9,0.4,0.2,2638
5TZ,c1cnc(cc1C(=O)O)c2csc(n2)N,-7,1.01526471318365,7.04530245493503,3,0.4,0.6,2527
NHH,C1CC(=NN=C(N)N)CCC1=NN=C(N)N,-6.99,0.877227654539128,6.32405197188251,3,0.4,0.6,1108
5SM,Cc1nccn1Cc2cc(cnn2)c3ccc(c(c3)C(F)F)F,-7.66,1.39708065446046,2.22690147109391,4,0.2,0.2,1862
UJU,CCc1c(c(n[nH]1)C(=O)Nc2ccc(cc2)[C@H]3CNCCO3)C,-7.56,3.97304234253207,0.810237651937714,6,0.4,0.4,1391
A1IJL,Cn1ccc(n1)[C@@H](CO)NC(=O)c2ccc3c(c2)c4cn(nc4n3c5ccc(cc5)C(F)(F)F)C,-8.09,4.88871096640194,7.47295310810034,9,0.4,0.2,no
JV1,c1cc(cc(c1)[N+](=O)[O-])C(=O)/C=C/c2ccc3c(c2)OCO3,-7.44,1.84065583793616,0.349919123417529,3,0.2,0.4,no
U0Y,Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)C,-7.45,1.88670290303284,0.94597675159692,5,0.2,0.4,2528
A1AOW,CC(C)c1cc(on1)CNC(=O)c2ccc(c(c2)OC3CCN(CC3)C)OC,-8.09,4.91236439083454,0.591959033712796,9,0.4,0.2,1930
A1D8Y,CC(C)c1nc(on1)N2CCC(CC2)COc3ccc(nc3)c4ccc(cc4)S(=O)(=O)C,-8.25,3.54546268571846,0.998398033099018,9,0.4,0,no
A1LZA,Cc1ccccc1CN2CCN3C2=NC(=O)C4=C3CCN(C4)Cc5ccccc5,-8.09,4.92916964116477,0.450535622412149,4,0.4,0.2,no
4WE,Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)NCCN4CCCCC4)F,-7.89,8.18029533700975,2.736440683841,9,0.4,0.4,no
KKG,c1ccc2c(c1)C(=O)N(C=N2)CC(=O)O,-7.19,1.83220907713806,6.04722406864608,6,0.4,0.4,no
E7Q,CCCCCC(=O)N([C@H]1CC(=O)N(C1=O)c2ccc(cc2)Cl)O,-7.17,2.41157706866365,0.974997804759713,9,0.4,0.6,2641
U3P,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)O,-7.3,1.59517839877399,8.1061342188596,6,0.2,0.6,no
HJG,CC(C)(c1cccn2c1nnc2C3(CC3)c4ccc(cc4)Cl)O,-7.52,2.95938209996739,2.47949403025909,9,0.2,0.6,1945
EI9,c1cc(cc(c1)S(=O)(=O)F)S(=O)(=O)N(Cc2ccncc2)c3ccc4c(c3)C(=O)NC=C4,-7.5,3.7041016735663,1.47100265854108,4,0.4,0.4,2476
7J2,Cc1cc(ccc1F)c2cnc(nc2)[C@H](C)Nc3nccc(n3)N4[C@H](COC4=O)C(C)C,-8.33,3.78932770289609,0.993406236960794,9,0.2,0.2,1378
1UI,Cc1cc(cc(n1)C(=O)NCc2cc(cc(c2)F)c3cc(cnc3)OC)N4CC[C@@](C4=O)(C#N)C5CC5,-8.29,6.20061591778446,5.47229517048923,6,0.4,0.2,no
U68,CC(c1ccc2cc(ccc2c1)OC)C(=O)Oc3ccc(cc3)N(O)O,-7.47,2.08331378123411,0.757256919462093,7,0.2,0.4,no
J5Z,Cc1cc(n2c(n1)ncn2)Nc3ccc(cc3)C(F)(F)F,-7.31,0.344470993684311,0.965124259749656,4,0.4,0.2,no
LLX,c1ccc(cc1)c2ccc(c(c2)NC(=O)c3ccccc3)N,-8.08,2.805202701133,6.3302044271276,3,0,0.4,2535
0JK,c1ccc(cc1)N2CCc3c(n(nn3)Cc4ccc5c(c4)cccn5)C2=O,-8.04,3.07886150214087,1.400164550893,3,0.2,0.2,no
4CW,CNS(=O)(=O)c1cccc(c1)Nc2c3c([nH]cn3)ncn2,-7.05,1.61604473155751,7.8131096399669,5,0.4,0.6,no
YW9,Cc1cc(n(n1)c2ccc(cc2)N)C,-7.24,1.12046945019713,0.667628976456885,4,0.2,0.6,2523
Y6E,CS(=O)(=O)N1CCN(CC1)C(=O)c2cnc3ccc(cc3c2c4ccc(cc4)C5(CC5)C#N)F,-7.88,4.04869204357269,1.19534304055612,4,0.2,0.4,no
NRY,c1cc2c([n+](ccn2c1)CC(=O)c3ccc(cc3)F)c4ccc(cc4)F,-7.92,2.79586101204572,0.521213376061776,4,0.2,0.2,no
F0V,Cc1ccc(cc1Cl)Nc2cc(nc3[n+]2nc([nH]3)Cc4ccccc4)C,-8,4.59295625907638,1.30590051385482,4,0.2,0.4,2010
30R,Cc1cc(ccc1F)S(=O)(=O)N(Cc2ccc(cc2)CN)[C@H](C)C(=O)NO,-7.57,3.25986366529654,0.911768569205843,9,0.2,0.6,2110
MG9,CC#C[C@H]1CN(CCN1c2ccc(cc2)C(C(F)(F)F)(C(F)(F)F)O)S(=O)(=O)c3ccc(nc3)N,-7.68,6.54586017657732,1.87780151069555,5,0.4,0.6,no
166,c1cc(ccc1c2ccc3c(c2)[C@@H]([C@H](C3)O)[C@@H](CCCCC(=N)N)C(=O)O)O,-7.91,2.77547103881329,4.57376774416353,9,0.2,0.2,no
S9K,c1ccc(cc1)Nc2nccc(n2)c3ccc4c(c3)CCCC(=O)N4,-7.69,3.26141991724289,7.05271796262152,2,0.2,0.4,no
A1A0B,Cc1cc(nc(c1)N)c2cc(cc(c2F)F)CNC,-8.03,0.290934689528158,5.47811567151147,7,0,0.2,2350
BMZ,c1ccc(c(c1)c2[nH]c3ccc(cc3n2)C(=[NH2+])N)O,-7.68,3.21985682982985,6.32706852428339,3,0.2,0.4,no
3TP,C[C@H](c1nc(no1)c2ccc(cc2)S(=O)(=O)C)[C@@H](C(=O)N3CCCC3)N,-8.17,3.48301346547611,6.12412438447526,9,0.2,0.2,no
605,c1cc(cc(c1)C(=O)N)c2ccc(cc2)[C@@H](Cc3cc(ccc3F)F)N,-8.44,3.99876834652625,6.53314672272666,7,0.4,0,no
6QQ,[B-]1(c2ccc(cc2CO1)Oc3c(cc(c(n3)OCCCC(=O)C)C#N)Cl)(O)O,-7.4,1.71295529822465,1.44532124357731,9,0.2,0.4,76
LOO,Cc1cc(cc(c1OC(C)(C)C(=O)O)C)CN2C(=O)CN(C2=O)c3ccc(cc3)C(F)(F)F,-7.68,5.0132760351272,4.46109699313745,12,0.4,0.4,no
7V3,c1ccc(cc1)[C@@H](c2ccc(cc2)Cl)N,-7.37,1.51928543664405,5.76198225193833,4,0.2,0.4,no
A1EGQ,Cn1cc2cc(c(cc2n1)Cl)NC3=NC(=O)N(C(=O)N3Cc4cc(c(cc4F)F)F)c5cccnc5,-8.01,4.68384323218827,0.475427337472612,4,0.4,0.2,no
A1IK9,CC[n+]1c2c(ccc(c2sc1NS(=O)(=O)c3ccc(c(c3)C(=O)N(CCO)C4CCNCC4)O)Cl)O,-7.18,2.71955353658865,4.91594905703662,8,0.4,1,2302
WAB,C[C@H]1[C@H](C2(CCN(CC2)c3cnc4c(n3)ccc(n4)Sc5ccnc(c5Cl)N)CO1)N,-7.76,3.61826917247757,2.3549943715474,4,0.2,0.4,no
83G,C[C@@H]1CN(CCN1C(=O)C(=O)c2c[nH]c3c2c(ccn3)OC)C(=O)c4ccccc4,-7.72,3.45812916451746,2.46056799963907,4,0.4,0.2,no
WU1,Cc1c(c(on1)C)c2ccn3c(c2)nc(c3NC4CCCCC4)CCc5ccc(c(c5)Cl)OC,-7.58,4.28260556154017,2.54094030571486,6,0.4,0.4,2354
1AO,c1ccc2c(c1)cnn2c3nc(cs3)C(=O)Nc4ccccc4N5CCNCC5,-7.31,3.34220044551388,6.33286836585077,3,0.4,0.6,no
74U,c1ccc(cc1)c2nc3ccccc3c(n2)NCc4ccco4,-7.54,2.59181747806117,7.36801301508665,5,0.4,0.2,no
F83,c1cc(ccc1NS(=O)(=O)c2ccc3c(c2)CN[C@H](C3)CO)Cl,-7.47,4.32212354400285,6.62032727648319,4,0.4,0.6,no
HAO,COc1ccc(cc1C(=O)NN)NC(=O)C(=O)O,-7.05,1.40201634056637,6.93342532310974,6,0.6,0.4,no
LP7,CCOC(=O)[C@H]1C(c2cccnc2N(C1=O)O)O,-7.08,1.94334809067338,2.15721651579704,6,0.4,0.6,no
1EK,c1ccc(cc1)n2c(nnc2SCC(=O)O)c3c(c4ccccc4s3)Cl,-7.78,3.7402136244678,5.79735199386685,6,0.2,0.4,no
KZQ,CC1=C([C@@H](NC(=O)N1)c2ccc(cc2)F)C(=O)Nc3ccc4c(c3)c[nH]n4,-7.43,3.46624080171157,0.506377861547959,4,0.4,0.4,no
T9Z,c1ccc2c(c1)ccc(c2O)C[NH+]3CCOCC3,-7.22,2.25591987597153,0.280007871686664,3,0.4,0.4,no
FH8,CN(C)c1ccc2c(c1)OC3=CC(=[N+](C)C)C=CC3=C2c4ccc(cc4C(=O)O)C(=O)O,-7.51,3.90087382747003,4.60467277077052,6,0.4,0.4,no
3XM,CCCCCC(=O)C1=C(C(=CNC1=O)c2ccc(cc2)O)O,-7.37,2.36338044381544,1.4828619351311,9,0.2,0.6,no
PK1,C[C@]1(C(=O)N(C(=S)N1C)c2ccc(c(c2)Cl)Cl)c3ccc(cc3)O,-8,3.09165231383087,0.429051999171278,4,0.2,0.2,no
SG8,CNC1CCC(CC1)N(Cc2cccc(c2)c3ccncc3)C(=O)c4c(c5c(ccc(c5s4)F)F)Cl,-8.1,5.32930202222721,1.68734309200056,5,0.4,0.2,no
I2L,Cc1c(ccc2c1OC(=O)C(=C2C)CC(=O)O)OCc3cccc(c3)C(F)(F)F,-7.63,3.07783213466826,6.96399573012037,6,0.2,0.4,1378
4Y5,c1cc(c(c(c1)Cl)C(=O)n2c3cccc(c3c(n2)c4ccc(cc4F)C(=O)O)F)C(F)(F)F,-8.64,4.48285109443117,7.04568352377013,3,0.2,0.2,no
K4L,c1ccc(cc1)CCC2C=C(C=NC2=O)c3ccncc3,-7.72,2.04717625585203,1.35839404508531,6,0.2,0.2,no
3VD,C[C@@H](c1cc2cccc(c2nc1c3cccc(c3)F)Cl)Nc4c5c([nH]cn5)ncn4,-7.51,3.9217494084427,6.04841640402191,7,0.4,0.4,1129
MSY,CC1=NN(C(=O)C1)c2cccc(c2)S(=O)(=O)N,-7.11,1.44151734029342,0.357721990949289,4,0.4,0.4,no
FS8,c1ccc(cc1)C(=O)Nc2cc(ccc2F)Nc3ccc4c(c3)CCc5ccc(cc5C4=O)OC[C@@H](CO)O,-8.4,9.57732916542113,4.77370606813676,9,0.4,0.2,no
O3Y,CC1(Cc2c(c(c3c(n2)nn(c3O)c4ccccc4)c5ccccc5Cl)C(=O)C1)C,-8.27,3.79096885093534,0.0412590165706773,4,0.4,0,2645
9QI,Cc1c(cc(cc1OC2=C(N=CN(C2=O)CC3=CC(=CNC3=O)F)C(C(F)F)(F)F)C(F)F)C#N,-7.77,3.75799456163428,0.558932300410138,4,0.4,0.2,2562
X2T,Cc1c(ccc(c1Cl)C(=O)C2=C(C(=O)N([C@@H]2C)C3CC3)O)Cl,-7.49,2.97414752731842,0.179361386396057,4,0.2,0.6,no
RNL,CN1C=Cn2c(nnc2C1=O)CCNC(=O)[C@H]3C[C@H]3C(=O)O,-7.85,2.66958135470177,4.99186523368804,9,0.2,0.2,no
9FS,CC(C)n1c(cc(n1)c2cc(c(nc2)N)C(F)(F)F)C3[C@H]4[C@@H]3CN(C4)C5COC5,-7.7,3.46270567917092,2.63772842334283,9,0.2,0.4,no
5BW,c1ccc(c(c1)C(=O)/C=C/N2C[C@H]3C[C@@H]2CN3c4ccccn4)O,-7.5,2.50518391375155,1.69860084275046,3,0.2,0.4,no
7MF,c1ccc(cc1)c2ccc(c3c2CC([C@H](CC3)[NH3+])(O)O)Br,-7.79,3.84070584044743,7.0523674946566,2,0.4,0.2,no
JDD,CNC(=O)CN(C1CCN(CC1)c2ccccn2)C(=O)Cc3ccc(cc3)n4cccn4,-7.5,4.73860866087617,1.46927013327049,8,0.4,0.6,2516
A1AAC,Cc1cc(ccc1Oc2ccn3c(c2)ncn3)Nc4c5cc(ccc5ncn4)NC6=NC(CO6)(C)C,-8.15,5.67809162637365,0.761220448805796,4,0.4,0.2,2454
T1K,CCN(C)c1cc(nc2n1ccn2)c3ccccc3O,-7.33,2.09722645606143,2.83126494525438,9,0.2,0.6,2536
9M1,CCOC(=O)[C@H]1CN(CC(c2c1[nH]c3c2cccc3)(C)C)C(=O)c4ccc(c(c4)F)F,-8.17,3.57594692313769,2.23548482538963,6,0.4,0,no
T1H,CN/C(=N\C)/NC1CCN(CC1)CC(=O)NCc2ccc3c(c2)nc([nH]3)c4cnnn4C,-7.7,5.49471639136616,5.17761362611361,8,0.4,0.4,no
5UW,c1ccc(cc1)C(CCNC2CCNCC2)c3ccccc3,-7.72,2.08951443104592,5.93258730256667,10,0.2,0.2,no
62P,Cc1c2cc(ccc2oc1S(=O)(=O)C3=NNC(=O)C=C3)Cl,-7.46,2.27613021157898,0.0812064019045743,4,0.2,0.4,no
A1AS6,c1cc(ccc1CN)S(=O)(=O)Nc2ccc(cc2)c3nc4cc(ccc4o3)NS(=O)(=O)c5ccc(s5)Cl,-8.34,8.11184835375617,6.14654789433142,5,0.4,0.2,no
OJG,c1ccc(cc1)CC(=O)NCCCCc2[nH]c(cn2)CO,-7.23,3.06685191539819,4.86489072449533,14,0.4,0.8,1866
8R3,CN(C)/N=C\1/CN(C(=O)[C@@H](CN1)Cc2cc(ccc2OC)Cl)CC(=O)Nc3cccc(c3)C(=O)O,-7.66,3.63960796057159,3.39017215011087,6,0.6,0.2,no
HBV,CN(Cc1ccc(cc1F)C(=O)NO)CC23CC4CC(C2)CC(C4)C3,-7.91,2.86005537537572,1.55592061254382,6,0.4,0,2106
W9K,c1cc(ccc1C2=C[C@]3(CCS2)C(=O)NC(=O)S3)O,-7.55,2.76338151079204,8.70380410499692,2,0.2,0.4,no
A1LZN,c1cc(ccc1CN2[C@H](CCn3c(cc(n3)Cc4cc(cc(c4)F)F)C2=O)CO)C(F)(F)F,-8.62,4.47704275670741,1.47149626381408,4,0.4,0,no
5KE,c1cc(ccc1[C@H]2CCCC(=C(c3ccc(cc3)O)c4ccc(cc4)O)C2)O,-7.8,3.93575741098529,8.70423932411612,2,0.2,0.4,2081
